,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
413,Pasteboard,Breakbeats,37,"['dream pop', 'indie shoegaze', 'japanese dream pop', 'japanese indie rock', 'japanese shoegaze', 'nu gaze', 'shoegaze']",august '22,0.312,0.439,4,-8.677,1,0.0356,2.91e-05,0.0443,0.429,0.193,79.964,2FiWMOFiCBX8E7yEXAyA83,spotify:track:2FiWMOFiCBX8E7yEXAyA83,https://api.spotify.com/v1/tracks/2FiWMOFiCBX8E7yEXAyA83,https://api.spotify.com/v1/audio-analysis/2FiWMOFiCBX8E7yEXAyA83,190000,4
414,The Stone Roses,I Wanna Be Adored - Remastered,64,"['alternative rock', 'britpop', 'dance rock', 'madchester', 'modern rock', 'rock']",london calling,0.494,0.862,4,-9.158,0,0.0273,0.012,0.213,0.228,0.59,112.596,758wEKVqfYopJIHYWdLVd4,spotify:track:758wEKVqfYopJIHYWdLVd4,https://api.spotify.com/v1/tracks/758wEKVqfYopJIHYWdLVd4,https://api.spotify.com/v1/audio-analysis/758wEKVqfYopJIHYWdLVd4,292800,4
415,Pop X,Cattolica,38,"['hyperpop italiano', 'italian indie pop']",EᒪEᑕTᖇOᑎIᑕ ᖴᑌᑎᖴᗩIᖇ,0.81,0.808,9,-7.937,1,0.0834,0.704,0.0123,0.0685,0.478,148.03,7JS2L1mswwPlfalEdVBDsg,spotify:track:7JS2L1mswwPlfalEdVBDsg,https://api.spotify.com/v1/tracks/7JS2L1mswwPlfalEdVBDsg,https://api.spotify.com/v1/audio-analysis/7JS2L1mswwPlfalEdVBDsg,196000,4
416,Brunori Sas,La verità,52,"['folk rock italiano', 'italian adult pop', 'italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.552,0.771,2,-6.574,1,0.0375,0.508,0.00175,0.297,0.138,110.075,1mm53EPuBqamMLCr0AoCQS,spotify:track:1mm53EPuBqamMLCr0AoCQS,https://api.spotify.com/v1/tracks/1mm53EPuBqamMLCr0AoCQS,https://api.spotify.com/v1/audio-analysis/1mm53EPuBqamMLCr0AoCQS,302280,4
417,Verdena,Canos,29,"['bergamo indie', 'italian alternative', 'italian indie pop']",verdena,0.315,0.945,2,-5.128,1,0.486,0.000737,0.00278,0.323,0.341,179.956,356D4Tqzk8qHvTmlDdyo9J,spotify:track:356D4Tqzk8qHvTmlDdyo9J,https://api.spotify.com/v1/tracks/356D4Tqzk8qHvTmlDdyo9J,https://api.spotify.com/v1/audio-analysis/356D4Tqzk8qHvTmlDdyo9J,222987,4
418,Modern Baseball,Tears Over Beers,65,"['alternative emo', 'emo', 'philly indie', 'pop punk']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.286,0.63,1,-7.051,1,0.0661,0.000834,0.000752,0.107,0.313,179.975,7hPLPHeKbwJrsuDHv4BCTA,spotify:track:7hPLPHeKbwJrsuDHv4BCTA,https://api.spotify.com/v1/tracks/7hPLPHeKbwJrsuDHv4BCTA,https://api.spotify.com/v1/audio-analysis/7hPLPHeKbwJrsuDHv4BCTA,168750,3
419,Verdena,Miglioramento,29,"['bergamo indie', 'italian alternative', 'italian indie pop']",verdena,0.347,0.943,2,-3.571,0,0.0434,0.00216,0.342,0.161,0.494,120.34,4jxNUEiOgAcK1513WbdPGU,spotify:track:4jxNUEiOgAcK1513WbdPGU,https://api.spotify.com/v1/tracks/4jxNUEiOgAcK1513WbdPGU,https://api.spotify.com/v1/audio-analysis/4jxNUEiOgAcK1513WbdPGU,254040,4
420,Purple Mountains,All My Happiness is Gone,43,"['alternative country', 'alternative rock', 'indie rock', 'lo-fi', 'modern power pop']",🪀,0.504,0.773,7,-7.487,1,0.0272,0.00153,0.0246,0.232,0.698,138.16,0oCpNIVoV1iJK51xmh59Yh,spotify:track:0oCpNIVoV1iJK51xmh59Yh,https://api.spotify.com/v1/tracks/0oCpNIVoV1iJK51xmh59Yh,https://api.spotify.com/v1/audio-analysis/0oCpNIVoV1iJK51xmh59Yh,260013,4
421,Fast Animals and Slow Kids,Il mare davanti,25,"['italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.293,0.957,7,-4.515,1,0.137,6.94e-05,0.226,0.256,0.227,176.832,5pComBCUfEWPIXDBAZHFJA,spotify:track:5pComBCUfEWPIXDBAZHFJA,https://api.spotify.com/v1/tracks/5pComBCUfEWPIXDBAZHFJA,https://api.spotify.com/v1/audio-analysis/5pComBCUfEWPIXDBAZHFJA,209440,4
422,KIRINJI,killer tune kills me,52,"['city pop', 'classic city pop', 'j-rock', 'japanese r&b', 'shibuya-kei']",ｓｈｉｂｕｙａ,0.787,0.414,1,-8.745,1,0.0379,0.399,0.587,0.14,0.0486,104.999,2JCdUwmGDO3SBkhwkfRaLr,spotify:track:2JCdUwmGDO3SBkhwkfRaLr,https://api.spotify.com/v1/tracks/2JCdUwmGDO3SBkhwkfRaLr,https://api.spotify.com/v1/audio-analysis/2JCdUwmGDO3SBkhwkfRaLr,250600,4
423,Radiohead,Paranoid Android,69,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",mancu i cani,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,6LgJvl0Xdtc73RJ1mmpotq,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq,387213,4
424,Nirvana,Aneurysm,64,"['grunge', 'permanent wave', 'rock']",D҉E҉S҉P҉A҉I҉R҉,0.298,0.823,7,-9.793,1,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,0Pie5DFAHHxpkONFUsAI6s,spotify:track:0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/tracks/0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/audio-analysis/0Pie5DFAHHxpkONFUsAI6s,275600,4
425,Black Sabbath,Paranoid,80,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",𝔾𝔸𝕊,0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,1jzDzZWeSDBg5fhNc3tczV,spotify:track:1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/tracks/1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/audio-analysis/1jzDzZWeSDBg5fhNc3tczV,168440,4
426,Afterhours,Non È Per Sempre,46,"['italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.353,0.661,7,-7.918,1,0.0372,0.0299,0.0,0.26,0.455,79.136,3JBFW3YpGADwwxCz2MZuDR,spotify:track:3JBFW3YpGADwwxCz2MZuDR,https://api.spotify.com/v1/tracks/3JBFW3YpGADwwxCz2MZuDR,https://api.spotify.com/v1/audio-analysis/3JBFW3YpGADwwxCz2MZuDR,237440,4
427,T. Rex,20th Century Boy,46,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']",august '22,0.434,0.948,9,-7.38,1,0.0514,0.0052,0.0,0.234,0.722,135.3,6Soku1wiB6mfcQp2s2W6a6,spotify:track:6Soku1wiB6mfcQp2s2W6a6,https://api.spotify.com/v1/tracks/6Soku1wiB6mfcQp2s2W6a6,https://api.spotify.com/v1/audio-analysis/6Soku1wiB6mfcQp2s2W6a6,221240,4
428,Afterhours,Milano Circonvallazione Esterna,21,"['italian alternative', 'italian indie pop']",dvdvdvd,0.448,0.626,11,-13.552,0,0.0533,3.93e-05,0.0,0.118,0.282,185.594,7DtsqVc7H8WmUSPJLKSka4,spotify:track:7DtsqVc7H8WmUSPJLKSka4,https://api.spotify.com/v1/tracks/7DtsqVc7H8WmUSPJLKSka4,https://api.spotify.com/v1/audio-analysis/7DtsqVc7H8WmUSPJLKSka4,201667,4
429,Lomepal,Chute libre,35,"['french hip hop', 'rap conscient']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.55,0.655,9,-7.058,0,0.602,0.422,0.0,0.222,0.547,91.887,1ZARtJsOtlddKiYc7iJDh8,spotify:track:1ZARtJsOtlddKiYc7iJDh8,https://api.spotify.com/v1/tracks/1ZARtJsOtlddKiYc7iJDh8,https://api.spotify.com/v1/audio-analysis/1ZARtJsOtlddKiYc7iJDh8,203813,4
430,Beach Fossils,Sleep Apnea,62,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze']",deal with reality,0.553,0.685,2,-10.624,1,0.0266,0.145,0.859,0.138,0.491,79.998,6XyjwF7CAwuEaW77noJr6I,spotify:track:6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/tracks/6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/audio-analysis/6XyjwF7CAwuEaW77noJr6I,146293,4
431,Fine Before You Came,Vixi,25,"['indie rock italiano', 'italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore', 'milan indie']",17,0.335,0.915,5,-7.027,1,0.032,1.49e-05,0.507,0.376,0.624,90.954,7MLBoJzx3MLsct1RYrVX3f,spotify:track:7MLBoJzx3MLsct1RYrVX3f,https://api.spotify.com/v1/tracks/7MLBoJzx3MLsct1RYrVX3f,https://api.spotify.com/v1/audio-analysis/7MLBoJzx3MLsct1RYrVX3f,286013,4
432,CCCP – Fedeli Alla Linea,Curami,40,"['italian alternative', 'italian indie pop', 'italian new wave', 'italian punk']",17,0.545,0.806,11,-8.042,0,0.0443,0.00131,0.0323,0.0765,0.763,156.936,5e3Un0cxqGFi2q4VitA885,spotify:track:5e3Un0cxqGFi2q4VitA885,https://api.spotify.com/v1/tracks/5e3Un0cxqGFi2q4VitA885,https://api.spotify.com/v1/audio-analysis/5e3Un0cxqGFi2q4VitA885,269893,4
433,Radical,PILLS//SORRY,43,"['emo trap italiana', 'italian hip hop', 'trap italiana']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.634,0.404,2,-12.56,1,0.316,0.315,0.0,0.276,0.508,120.02,4k5pZmX539k7NLXj1ugSL2,spotify:track:4k5pZmX539k7NLXj1ugSL2,https://api.spotify.com/v1/tracks/4k5pZmX539k7NLXj1ugSL2,https://api.spotify.com/v1/audio-analysis/4k5pZmX539k7NLXj1ugSL2,287250,4
434,Cor Veleno,Ciao fraté - Originale,42,"['italian hip hop', 'italian underground hip hop', 'rap italiano old school']",mancu i cani,0.734,0.7,7,-6.164,0,0.244,0.257,0.0,0.0846,0.543,99.997,2W9CGtzBZzXBjpKuyXkgj2,spotify:track:2W9CGtzBZzXBjpKuyXkgj2,https://api.spotify.com/v1/tracks/2W9CGtzBZzXBjpKuyXkgj2,https://api.spotify.com/v1/audio-analysis/2W9CGtzBZzXBjpKuyXkgj2,193200,4
435,Depeche Mode,Personal Jesus - Single Version,67,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",disco sadness,0.673,0.899,11,-3.528,1,0.0434,0.0911,0.0172,0.0481,0.793,129.885,4UCTgh5jvtqoaMX6MAhUNn,spotify:track:4UCTgh5jvtqoaMX6MAhUNn,https://api.spotify.com/v1/tracks/4UCTgh5jvtqoaMX6MAhUNn,https://api.spotify.com/v1/audio-analysis/4UCTgh5jvtqoaMX6MAhUNn,224933,4
436,Mount Eerie,Moon Sequel,40,"['alternative rock', 'anti-folk', 'art pop', 'dream pop', 'indie rock', 'lo-fi', 'melancholia', 'washington indie']",🪀,0.535,0.217,7,-16.143,1,0.0363,0.958,0.199,0.0907,0.145,136.215,4ahWXLq9Hr7zqWDHDxyMGe,spotify:track:4ahWXLq9Hr7zqWDHDxyMGe,https://api.spotify.com/v1/tracks/4ahWXLq9Hr7zqWDHDxyMGe,https://api.spotify.com/v1/audio-analysis/4ahWXLq9Hr7zqWDHDxyMGe,155667,4
437,Kirby's Dream Band,Revenge Of Meta Knight,34,"['otacore', 'scorecore']",u fucking nerd,0.423,0.88,0,-7.447,1,0.0964,7.89e-05,0.756,0.0992,0.638,153.439,7p5owoCZ3yHJYsAhxSusQL,spotify:track:7p5owoCZ3yHJYsAhxSusQL,https://api.spotify.com/v1/tracks/7p5owoCZ3yHJYsAhxSusQL,https://api.spotify.com/v1/audio-analysis/7p5owoCZ3yHJYsAhxSusQL,187000,4
438,Brian Eno,Vanadium,14,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism', 'singer-songwriter']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.478,0.357,0,-15.108,1,0.0336,0.598,0.675,0.144,0.244,90.037,4W52BT1tq8uo88mR2cwwbt,spotify:track:4W52BT1tq8uo88mR2cwwbt,https://api.spotify.com/v1/tracks/4W52BT1tq8uo88mR2cwwbt,https://api.spotify.com/v1/audio-analysis/4W52BT1tq8uo88mR2cwwbt,116107,4
439,Brian Eno,An Ending (Ascent) - Remastered 2005,58,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism', 'singer-songwriter']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.257,0.0906,8,-25.381,1,0.07,0.932,0.985,0.0786,0.0451,67.46,1vgSaC0BPlL6LEm4Xsx59J,spotify:track:1vgSaC0BPlL6LEm4Xsx59J,https://api.spotify.com/v1/tracks/1vgSaC0BPlL6LEm4Xsx59J,https://api.spotify.com/v1/audio-analysis/1vgSaC0BPlL6LEm4Xsx59J,266200,3
440,CASTLEBEAT,I Follow,55,"['bedroom pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.491,0.571,9,-8.381,1,0.0301,0.306,0.923,0.0868,0.6,146.051,4RqVsGYERv5pmwVroKWPiu,spotify:track:4RqVsGYERv5pmwVroKWPiu,https://api.spotify.com/v1/tracks/4RqVsGYERv5pmwVroKWPiu,https://api.spotify.com/v1/audio-analysis/4RqVsGYERv5pmwVroKWPiu,156367,4
441,Fine Before You Came,Il pranzo che verrà,6,"['indie rock italiano', 'italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore', 'milan indie']",D҉E҉S҉P҉A҉I҉R҉,0.202,0.788,8,-7.407,0,0.0966,0.51,0.793,0.149,0.0895,175.109,6myNHNY6GvRKtLKLZBA4sw,spotify:track:6myNHNY6GvRKtLKLZBA4sw,https://api.spotify.com/v1/tracks/6myNHNY6GvRKtLKLZBA4sw,https://api.spotify.com/v1/audio-analysis/6myNHNY6GvRKtLKLZBA4sw,276039,3
442,Michael Lementi,Maridia,24,"['japanese vgm', 'scorecore']",u fucking nerd,0.528,0.13,10,-17.96,0,0.0313,0.984,0.75,0.0959,0.18,139.039,3DcbpEfns9QScOnAvS6GQG,spotify:track:3DcbpEfns9QScOnAvS6GQG,https://api.spotify.com/v1/tracks/3DcbpEfns9QScOnAvS6GQG,https://api.spotify.com/v1/audio-analysis/3DcbpEfns9QScOnAvS6GQG,175593,4
443,Appino,Il Testamento,35,"['italian alternative', 'italian indie pop']",17,0.514,0.868,7,-4.776,1,0.035,0.00184,0.0,0.0831,0.275,100.013,5XFBakXL7Ax8aVeMVFvpK6,spotify:track:5XFBakXL7Ax8aVeMVFvpK6,https://api.spotify.com/v1/tracks/5XFBakXL7Ax8aVeMVFvpK6,https://api.spotify.com/v1/audio-analysis/5XFBakXL7Ax8aVeMVFvpK6,317377,4
444,Sonic Youth,Schizophrenia,50,"['alternative rock', 'art rock', 'indie rock', 'noise pop', 'noise rock', 'post-punk', 'rock']",january '22,0.356,0.696,2,-11.461,1,0.0366,0.19,0.867,0.104,0.562,134.66,22t3vCXfjQhIiXzGVSZNOz,spotify:track:22t3vCXfjQhIiXzGVSZNOz,https://api.spotify.com/v1/tracks/22t3vCXfjQhIiXzGVSZNOz,https://api.spotify.com/v1/audio-analysis/22t3vCXfjQhIiXzGVSZNOz,278400,4
445,Mom Jeans.,Scott Pilgrim vs. My GPA,56,"['alternative emo', 'diy emo', 'emo', 'indie punk', 'north carolina emo']",july '22,0.296,0.494,6,-10.49,1,0.037,0.0715,0.0507,0.108,0.175,163.669,4yXKLDrHYrffSVmQOFdbDA,spotify:track:4yXKLDrHYrffSVmQOFdbDA,https://api.spotify.com/v1/tracks/4yXKLDrHYrffSVmQOFdbDA,https://api.spotify.com/v1/audio-analysis/4yXKLDrHYrffSVmQOFdbDA,239598,3
446,The American Analog Set,Million Young,28,"['indie rock', 'lo-fi', 'slowcore']",bassbassbassbassbass,0.583,0.768,2,-9.543,1,0.0532,0.0193,0.795,0.0775,0.669,131.063,0OqqRz1GYFHjDeAqjB5zCC,spotify:track:0OqqRz1GYFHjDeAqjB5zCC,https://api.spotify.com/v1/tracks/0OqqRz1GYFHjDeAqjB5zCC,https://api.spotify.com/v1/audio-analysis/0OqqRz1GYFHjDeAqjB5zCC,207067,4
447,Carl Brave x Franco126,Noccioline,48,"['italian hip hop', 'italian indie pop', 'italian pop', 'rome indie']",november '21,0.814,0.624,2,-4.904,1,0.0665,0.0496,0.0,0.178,0.586,110.035,7D7PP87gyUMopAuYOIrdLi,spotify:track:7D7PP87gyUMopAuYOIrdLi,https://api.spotify.com/v1/tracks/7D7PP87gyUMopAuYOIrdLi,https://api.spotify.com/v1/audio-analysis/7D7PP87gyUMopAuYOIrdLi,187636,4
448,Radiohead,Nude,68,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.516,0.342,4,-9.785,1,0.0342,0.832,0.579,0.0857,0.167,128.378,35YyxFpE0ZTOoqFx5bADW8,spotify:track:35YyxFpE0ZTOoqFx5bADW8,https://api.spotify.com/v1/tracks/35YyxFpE0ZTOoqFx5bADW8,https://api.spotify.com/v1/audio-analysis/35YyxFpE0ZTOoqFx5bADW8,255387,3
449,I Cani,Come Vera Nabokov,35,"['italian alternative', 'italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.584,0.822,4,-5.368,1,0.0346,0.0955,0.000433,0.129,0.457,148.027,1Bmc407rTBjqbtRuJSdvHa,spotify:track:1Bmc407rTBjqbtRuJSdvHa,https://api.spotify.com/v1/tracks/1Bmc407rTBjqbtRuJSdvHa,https://api.spotify.com/v1/audio-analysis/1Bmc407rTBjqbtRuJSdvHa,243560,4
450,The Cure,Friday I'm In Love,76,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",mancu i cani,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,4QlzkaRHtU8gAdwqjWmO8n,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/tracks/4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/audio-analysis/4QlzkaRHtU8gAdwqjWmO8n,215160,4
451,S. Kiyotaka & Omega Tribe,Scramble Cross,41,['classic city pop'],ｓｈｉｂｕｙａ,0.664,0.794,7,-6.145,0,0.0409,0.209,8.61e-06,0.0778,0.439,97.092,6aYRLFKPuIt399nJdro93G,spotify:track:6aYRLFKPuIt399nJdro93G,https://api.spotify.com/v1/tracks/6aYRLFKPuIt399nJdro93G,https://api.spotify.com/v1/audio-analysis/6aYRLFKPuIt399nJdro93G,269067,4
452,Eminem,Kim,57,"['detroit hip hop', 'hip hop', 'rap']",D҉E҉S҉P҉A҉I҉R҉,0.587,0.923,4,-3.05,0,0.441,0.0216,0.0,0.481,0.0778,142.075,20oenBXlmwIfK0F3fQIjhM,spotify:track:20oenBXlmwIfK0F3fQIjhM,https://api.spotify.com/v1/tracks/20oenBXlmwIfK0F3fQIjhM,https://api.spotify.com/v1/audio-analysis/20oenBXlmwIfK0F3fQIjhM,377893,4
453,RichaadEB,Dr. Wily's Castle,20,['otacore'],u fucking nerd,0.289,0.923,11,-8.238,0,0.0584,0.0,0.777,0.477,0.174,180.342,6EG8JRqrw6GHFlD8sg5cIs,spotify:track:6EG8JRqrw6GHFlD8sg5cIs,https://api.spotify.com/v1/tracks/6EG8JRqrw6GHFlD8sg5cIs,https://api.spotify.com/v1/audio-analysis/6EG8JRqrw6GHFlD8sg5cIs,163396,4
454,Gazebo Penguins,Finito il caffè,29,"['italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore']",17,0.204,0.936,2,-4.196,1,0.133,0.000167,0.02,0.274,0.0564,137.708,3yXTRSCRJxEMuUD9BXiGz5,spotify:track:3yXTRSCRJxEMuUD9BXiGz5,https://api.spotify.com/v1/tracks/3yXTRSCRJxEMuUD9BXiGz5,https://api.spotify.com/v1/audio-analysis/3yXTRSCRJxEMuUD9BXiGz5,185173,4
455,２８１４,新宿ゴールデン街,37,"['cyberpunk', 'dreampunk', 'hardvapour', 'slushwave', 'vaporwave']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.226,0.322,1,-16.207,1,0.0334,0.105,0.836,0.609,0.0395,100.04,1bivf8GaSEUDXHVUZzwPqn,spotify:track:1bivf8GaSEUDXHVUZzwPqn,https://api.spotify.com/v1/tracks/1bivf8GaSEUDXHVUZzwPqn,https://api.spotify.com/v1/audio-analysis/1bivf8GaSEUDXHVUZzwPqn,531600,5
456,Andrey Avkhimovich,The Imp's Song,32,[],u fucking nerd,0.704,0.594,11,-10.485,1,0.0818,0.0914,0.895,0.0848,0.429,139.845,1Ai4b3GlG8u6Zkvq9hAggc,spotify:track:1Ai4b3GlG8u6Zkvq9hAggc,https://api.spotify.com/v1/tracks/1Ai4b3GlG8u6Zkvq9hAggc,https://api.spotify.com/v1/audio-analysis/1Ai4b3GlG8u6Zkvq9hAggc,159290,4
457,Tananai,BABY GODDAMN,67,['italian indie pop'],february '22,0.819,0.764,10,-3.311,0,0.1,0.0317,2.73e-05,0.0579,0.885,114.033,3yWHQ4n4ARLDfYTuT2NhnN,spotify:track:3yWHQ4n4ARLDfYTuT2NhnN,https://api.spotify.com/v1/tracks/3yWHQ4n4ARLDfYTuT2NhnN,https://api.spotify.com/v1/audio-analysis/3yWHQ4n4ARLDfYTuT2NhnN,149605,4
458,Verdena,Starless,27,"['bergamo indie', 'italian alternative', 'italian indie pop']",verdena,0.264,0.868,11,-8.153,1,0.0618,0.000114,0.078,0.328,0.535,124.972,6Wo89JngoUGSKbTZRjHsEq,spotify:track:6Wo89JngoUGSKbTZRjHsEq,https://api.spotify.com/v1/tracks/6Wo89JngoUGSKbTZRjHsEq,https://api.spotify.com/v1/audio-analysis/6Wo89JngoUGSKbTZRjHsEq,423187,5
459,SEGA SOUND TEAM,Receive You ~Tech Trance Arrange~,40,['sound team'],u fucking nerd,0.439,0.939,0,-7.084,1,0.069,2.09e-05,0.839,0.401,0.345,132.989,4p5xks6RwZE9rb7wx6pWfh,spotify:track:4p5xks6RwZE9rb7wx6pWfh,https://api.spotify.com/v1/tracks/4p5xks6RwZE9rb7wx6pWfh,https://api.spotify.com/v1/audio-analysis/4p5xks6RwZE9rb7wx6pWfh,221403,4
460,佐々木恵梨,GATE OF STEINER,42,['anime'],u fucking nerd,0.409,0.612,2,-6.437,0,0.0361,0.199,9.36e-06,0.144,0.367,147.886,1ezwbmmrYZVfXVLEoiqLnk,spotify:track:1ezwbmmrYZVfXVLEoiqLnk,https://api.spotify.com/v1/tracks/1ezwbmmrYZVfXVLEoiqLnk,https://api.spotify.com/v1/audio-analysis/1ezwbmmrYZVfXVLEoiqLnk,254773,4
461,Lord Folter,Blauer Montag - Instrumental,4,"['german boom bap', 'german hip hop']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.669,0.27,1,-8.507,1,0.0534,0.761,0.622,0.114,0.371,79.894,69hfrAyr9O7gmxVdbSXr8T,spotify:track:69hfrAyr9O7gmxVdbSXr8T,https://api.spotify.com/v1/tracks/69hfrAyr9O7gmxVdbSXr8T,https://api.spotify.com/v1/audio-analysis/69hfrAyr9O7gmxVdbSXr8T,203933,4
462,CASTLEBEAT,I Follow,55,"['bedroom pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.491,0.571,9,-8.381,1,0.0301,0.306,0.923,0.0868,0.6,146.051,4RqVsGYERv5pmwVroKWPiu,spotify:track:4RqVsGYERv5pmwVroKWPiu,https://api.spotify.com/v1/tracks/4RqVsGYERv5pmwVroKWPiu,https://api.spotify.com/v1/audio-analysis/4RqVsGYERv5pmwVroKWPiu,156367,4
463,Kevin Abstract,Peach,68,"['afrofuturism', 'hip hop', 'lgbtq+ hip hop', 'rap']",hip h໐p ¢นlt,0.646,0.682,7,-5.847,1,0.0759,0.683,4.84e-06,0.107,0.421,131.895,5JRMqkR82k2fdDEAim9SCN,spotify:track:5JRMqkR82k2fdDEAim9SCN,https://api.spotify.com/v1/tracks/5JRMqkR82k2fdDEAim9SCN,https://api.spotify.com/v1/audio-analysis/5JRMqkR82k2fdDEAim9SCN,176732,4
464,The Cure,Just Like Heaven,72,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,4NnWuGQujzWUEg0uZokO5M,spotify:track:4NnWuGQujzWUEg0uZokO5M,https://api.spotify.com/v1/tracks/4NnWuGQujzWUEg0uZokO5M,https://api.spotify.com/v1/audio-analysis/4NnWuGQujzWUEg0uZokO5M,212013,4
465,Lucio Battisti,I giardini di marzo,52,"[""canzone d'autore""]",february '22,0.339,0.191,8,-15.082,0,0.0372,0.648,6.95e-06,0.0739,0.255,143.201,5odtVIhEujejNnxSJCgpCa,spotify:track:5odtVIhEujejNnxSJCgpCa,https://api.spotify.com/v1/tracks/5odtVIhEujejNnxSJCgpCa,https://api.spotify.com/v1/audio-analysis/5odtVIhEujejNnxSJCgpCa,332227,4
466,The Doors,The End,59,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,5UgT7w6zVZjP3oyawMzbiK,spotify:track:5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/tracks/5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/audio-analysis/5UgT7w6zVZjP3oyawMzbiK,703373,4
